image,scenario,cve,package,version,base,cvss_source,x_exp,x_priv,x_mnt,x_run,S,C,R,severity,rank_R,rank_B
postgres:17,G,CVE-2026-42011,libgnutls30t64,3.8.9-3,7.4,redhat,0.25,0.25,0.25,0.5,0.3125,0.8125,6.0125,Medium,78,78
postgres:17,G,CVE-2025-69419,libssl3t64,3.5.4-1~deb13u1,7.4,redhat,0.25,0.25,0.25,0.5,0.3125,0.8125,6.0125,Medium,79,79
postgres:17,G,CVE-2025-69419,openssl,3.5.4-1~deb13u1,7.4,redhat,0.25,0.25,0.25,0.5,0.3125,0.8125,6.0125,Medium,80,80
postgres:17,G,CVE-2025-69419,openssl-provider-legacy,3.5.4-1~deb13u1,7.4,redhat,0.25,0.25,0.25,0.5,0.3125,0.8125,6.0125,Medium,81,81
postgres:17,G,CVE-2026-6476,postgresql-17,17.7-3.pgdg13+1,7.2,bitnami,0.25,0.25,0.25,0.5,0.3125,0.8125,5.85,Medium,82,82
postgres:17,G,CVE-2026-6476,postgresql-client-17,17.7-3.pgdg13+1,7.2,bitnami,0.25,0.25,0.25,0.5,0.3125,0.8125,5.85,Medium,83,83
postgres:17,G,CVE-2025-68973,dirmngr,2.4.7-21+b3,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,84,84
postgres:17,G,CVE-2025-68973,gnupg,2.4.7-21,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,85,85
postgres:17,G,CVE-2025-68973,gnupg-l10n,2.4.7-21,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,86,86
postgres:17,G,CVE-2025-68973,gpg,2.4.7-21+b3,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,87,87
postgres:17,G,CVE-2025-68973,gpg-agent,2.4.7-21+b3,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,88,88
postgres:17,G,CVE-2025-68973,gpgconf,2.4.7-21+b3,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,89,89
postgres:17,G,CVE-2025-68973,gpgsm,2.4.7-21+b3,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,90,90
postgres:17,G,CVE-2026-4878,libcap2,1:2.75-10+b1,7.0,nvd,0.25,0.25,0.25,0.5,0.3125,0.8125,5.6875,Medium,91,91
postgres:17,H,CVE-2025-68121,stdlib,v1.24.6,10.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,9.375,Critical,1,1
postgres:17,H,CVE-2026-42010,libgnutls30t64,3.8.9-3,9.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,9.1875,Critical,2,2
postgres:17,H,CVE-2025-15467,libssl3t64,3.5.4-1~deb13u1,9.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,9.1875,Critical,3,3
postgres:17,H,CVE-2026-31789,libssl3t64,3.5.4-1~deb13u1,9.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,9.1875,Critical,4,4
postgres:17,H,CVE-2025-15467,openssl,3.5.4-1~deb13u1,9.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,9.1875,Critical,5,5
postgres:17,H,CVE-2026-31789,openssl,3.5.4-1~deb13u1,9.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,9.1875,Critical,6,6
postgres:17,H,CVE-2025-15467,openssl-provider-legacy,3.5.4-1~deb13u1,9.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,9.1875,Critical,7,7
postgres:17,H,CVE-2026-31789,openssl-provider-legacy,3.5.4-1~deb13u1,9.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,9.1875,Critical,8,8
postgres:17,H,CVE-2026-33845,libgnutls30t64,3.8.9-3,9.1,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,8.5312,High,9,9
postgres:17,H,CVE-2026-2004,postgresql-17,17.7-3.pgdg13+1,8.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,10,10
postgres:17,H,CVE-2026-2005,postgresql-17,17.7-3.pgdg13+1,8.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,11,11
postgres:17,H,CVE-2026-2006,postgresql-17,17.7-3.pgdg13+1,8.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,12,12
postgres:17,H,CVE-2026-6473,postgresql-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,13,13
postgres:17,H,CVE-2026-6475,postgresql-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,14,14
postgres:17,H,CVE-2026-6477,postgresql-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,15,15
postgres:17,H,CVE-2026-6637,postgresql-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,16,16
postgres:17,H,CVE-2026-6638,postgresql-17,17.7-3.pgdg13+1,8.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,17,17
postgres:17,H,CVE-2026-2004,postgresql-client-17,17.7-3.pgdg13+1,8.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,18,18
postgres:17,H,CVE-2026-2005,postgresql-client-17,17.7-3.pgdg13+1,8.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,19,19
postgres:17,H,CVE-2026-2006,postgresql-client-17,17.7-3.pgdg13+1,8.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,20,20
postgres:17,H,CVE-2026-6473,postgresql-client-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,21,21
postgres:17,H,CVE-2026-6475,postgresql-client-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,22,22
postgres:17,H,CVE-2026-6477,postgresql-client-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,23,23
postgres:17,H,CVE-2026-6637,postgresql-client-17,17.7-3.pgdg13+1,8.8,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,24,24
postgres:17,H,CVE-2026-6638,postgresql-client-17,17.7-3.pgdg13+1,8.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,8.25,High,25,25
postgres:17,H,CVE-2026-0861,libc-bin,2.41-12,8.1,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.5938,High,26,26
postgres:17,H,CVE-2026-0861,libc-l10n,2.41-12,8.1,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.5938,High,27,27
postgres:17,H,CVE-2026-0861,libc6,2.41-12,8.1,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.5938,High,28,28
postgres:17,H,CVE-2026-28387,libssl3t64,3.5.4-1~deb13u1,8.1,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.5938,High,29,29
postgres:17,H,CVE-2026-0861,locales,2.41-12,8.1,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.5938,High,30,30
postgres:17,H,CVE-2026-28387,openssl,3.5.4-1~deb13u1,8.1,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.5938,High,31,31
postgres:17,H,CVE-2026-28387,openssl-provider-legacy,3.5.4-1~deb13u1,8.1,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.5938,High,32,32
postgres:17,H,CVE-2026-24882,dirmngr,2.4.7-21+b3,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,33,33
postgres:17,H,CVE-2026-24882,gnupg,2.4.7-21,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,34,34
postgres:17,H,CVE-2026-24882,gnupg-l10n,2.4.7-21,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,35,35
postgres:17,H,CVE-2026-24882,gpg,2.4.7-21+b3,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,36,36
postgres:17,H,CVE-2026-24882,gpg-agent,2.4.7-21+b3,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,37,37
postgres:17,H,CVE-2026-24882,gpgconf,2.4.7-21+b3,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,38,38
postgres:17,H,CVE-2026-24882,gpgsm,2.4.7-21+b3,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,39,39
postgres:17,H,CVE-2025-69720,libncursesw6,6.5+20250216-2,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,40,40
postgres:17,H,CVE-2026-29111,libsystemd0,257.9-1~deb13u1,7.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,41,41
postgres:17,H,CVE-2025-69720,libtinfo6,6.5+20250216-2,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,42,42
postgres:17,H,CVE-2026-29111,libudev1,257.9-1~deb13u1,7.8,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,43,43
postgres:17,H,CVE-2025-69720,ncurses-base,6.5+20250216-2,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,44,44
postgres:17,H,CVE-2025-69720,ncurses-bin,6.5+20250216-2,7.8,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.3125,High,45,45
postgres:17,H,CVE-2026-41989,libgcrypt20,1.11.0-7,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,46,46
postgres:17,H,CVE-2026-33846,libgnutls30t64,3.8.9-3,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,47,47
postgres:17,H,CVE-2026-42009,libgnutls30t64,3.8.9-3,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,48,48
postgres:17,H,CVE-2025-69421,libssl3t64,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,49,49
postgres:17,H,CVE-2026-28388,libssl3t64,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,50,50
postgres:17,H,CVE-2026-28389,libssl3t64,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,51,51
postgres:17,H,CVE-2026-28390,libssl3t64,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,52,52
postgres:17,H,CVE-2026-6732,libxml2,2.12.7+dfsg+really2.9.14-2.1+deb13u2,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,53,53
postgres:17,H,CVE-2025-69421,openssl,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,54,54
postgres:17,H,CVE-2026-28388,openssl,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,55,55
postgres:17,H,CVE-2026-28389,openssl,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,56,56
postgres:17,H,CVE-2026-28390,openssl,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,57,57
postgres:17,H,CVE-2025-69421,openssl-provider-legacy,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,58,58
postgres:17,H,CVE-2026-28388,openssl-provider-legacy,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,59,59
postgres:17,H,CVE-2026-28389,openssl-provider-legacy,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,60,60
postgres:17,H,CVE-2026-28390,openssl-provider-legacy,3.5.4-1~deb13u1,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,61,61
postgres:17,H,CVE-2026-6479,postgresql-17,17.7-3.pgdg13+1,7.5,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,62,62
postgres:17,H,CVE-2026-6479,postgresql-client-17,17.7-3.pgdg13+1,7.5,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,63,63
postgres:17,H,CVE-2025-58183,stdlib,v1.24.6,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,64,64
postgres:17,H,CVE-2025-61726,stdlib,v1.24.6,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,65,65
postgres:17,H,CVE-2025-61728,stdlib,v1.24.6,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,66,66
postgres:17,H,CVE-2025-61729,stdlib,v1.24.6,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,67,67
postgres:17,H,CVE-2026-25679,stdlib,v1.24.6,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,68,68
postgres:17,H,CVE-2026-32280,stdlib,v1.24.6,7.5,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,69,69
postgres:17,H,CVE-2026-32281,stdlib,v1.24.6,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,70,70
postgres:17,H,CVE-2026-32283,stdlib,v1.24.6,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,71,71
postgres:17,H,CVE-2026-33811,stdlib,v1.24.6,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,72,72
postgres:17,H,CVE-2026-33814,stdlib,v1.24.6,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,73,73
postgres:17,H,CVE-2026-39820,stdlib,v1.24.6,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,74,74
postgres:17,H,CVE-2026-39836,stdlib,v1.24.6,7.5,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,75,75
postgres:17,H,CVE-2026-42499,stdlib,v1.24.6,7.5,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,7.0312,High,76,76
postgres:17,H,CVE-2026-3833,libgnutls30t64,3.8.9-3,7.4,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.9375,Medium,77,77
postgres:17,H,CVE-2026-42011,libgnutls30t64,3.8.9-3,7.4,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,6.9375,Medium,78,78
postgres:17,H,CVE-2025-69419,libssl3t64,3.5.4-1~deb13u1,7.4,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,6.9375,Medium,79,79
postgres:17,H,CVE-2025-69419,openssl,3.5.4-1~deb13u1,7.4,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,6.9375,Medium,80,80
postgres:17,H,CVE-2025-69419,openssl-provider-legacy,3.5.4-1~deb13u1,7.4,redhat,0.25,0.5,0.75,0.5,0.4375,0.9375,6.9375,Medium,81,81
postgres:17,H,CVE-2026-6476,postgresql-17,17.7-3.pgdg13+1,7.2,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,6.75,Medium,82,82
postgres:17,H,CVE-2026-6476,postgresql-client-17,17.7-3.pgdg13+1,7.2,bitnami,0.25,0.5,0.75,0.5,0.4375,0.9375,6.75,Medium,83,83
postgres:17,H,CVE-2025-68973,dirmngr,2.4.7-21+b3,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,84,84
postgres:17,H,CVE-2025-68973,gnupg,2.4.7-21,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,85,85
postgres:17,H,CVE-2025-68973,gnupg-l10n,2.4.7-21,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,86,86
postgres:17,H,CVE-2025-68973,gpg,2.4.7-21+b3,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,87,87
postgres:17,H,CVE-2025-68973,gpg-agent,2.4.7-21+b3,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,88,88
postgres:17,H,CVE-2025-68973,gpgconf,2.4.7-21+b3,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,89,89
postgres:17,H,CVE-2025-68973,gpgsm,2.4.7-21+b3,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,90,90
postgres:17,H,CVE-2026-4878,libcap2,1:2.75-10+b1,7.0,nvd,0.25,0.5,0.75,0.5,0.4375,0.9375,6.5625,Medium,91,91
redis:7-alpine,A,CVE-2025-68121,stdlib,v1.18.2,10.0,nvd,0.0,0.0,0.0,0.5,0.125,0.625,6.25,Medium,1,1
redis:7-alpine,A,CVE-2025-15467,libcrypto3,3.3.5-r0,9.8,redhat,0.0,0.0,0.0,0.5,0.125,0.625,6.125,Medium,2,2
redis:7-alpine,A,CVE-2026-31789,libcrypto3,3.3.5-r0,9.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,6.125,Medium,3,3
redis:7-alpine,A,CVE-2025-15467,libssl3,3.3.5-r0,9.8,redhat,0.0,0.0,0.0,0.5,0.125,0.625,6.125,Medium,4,4
redis:7-alpine,A,CVE-2026-31789,libssl3,3.3.5-r0,9.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,6.125,Medium,5,5
redis:7-alpine,A,CVE-2023-24538,stdlib,v1.18.2,9.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,6.125,Medium,6,6
redis:7-alpine,A,CVE-2023-24540,stdlib,v1.18.2,9.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,6.125,Medium,7,7
redis:7-alpine,A,CVE-2024-24790,stdlib,v1.18.2,9.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,6.125,Medium,8,8
redis:7-alpine,A,CVE-2026-28387,libcrypto3,3.3.5-r0,8.1,nvd,0.0,0.0,0.0,0.5,0.125,0.625,5.0625,Medium,9,9
redis:7-alpine,A,CVE-2026-28387,libssl3,3.3.5-r0,8.1,nvd,0.0,0.0,0.0,0.5,0.125,0.625,5.0625,Medium,10,10
redis:7-alpine,A,CVE-2026-40200,musl,1.2.5-r9,7.8,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.875,Medium,11,11
redis:7-alpine,A,CVE-2026-40200,musl-utils,1.2.5-r9,7.8,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.875,Medium,12,12
redis:7-alpine,A,CVE-2026-22184,zlib,1.3.1-r2,7.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.875,Medium,13,13
redis:7-alpine,A,CVE-2022-30580,stdlib,v1.18.2,7.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.875,Medium,14,14
redis:7-alpine,A,CVE-2023-29403,stdlib,v1.18.2,7.8,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.875,Medium,15,15
redis:7-alpine,A,CVE-2025-69421,libcrypto3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,16,16
redis:7-alpine,A,CVE-2026-28388,libcrypto3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,17,17
redis:7-alpine,A,CVE-2026-28389,libcrypto3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,18,18
redis:7-alpine,A,CVE-2026-28390,libcrypto3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,19,19
redis:7-alpine,A,CVE-2025-69421,libssl3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,20,20
redis:7-alpine,A,CVE-2026-28388,libssl3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,21,21
redis:7-alpine,A,CVE-2026-28389,libssl3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,22,22
redis:7-alpine,A,CVE-2026-28390,libssl3,3.3.5-r0,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,23,23
redis:7-alpine,A,CVE-2022-27664,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,24,24
redis:7-alpine,A,CVE-2022-28131,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,25,25
redis:7-alpine,A,CVE-2022-2879,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,26,26
redis:7-alpine,A,CVE-2022-2880,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,27,27
redis:7-alpine,A,CVE-2022-29804,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,28,28
redis:7-alpine,A,CVE-2022-30630,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,29,29
redis:7-alpine,A,CVE-2022-30631,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,30,30
redis:7-alpine,A,CVE-2022-30632,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,31,31
redis:7-alpine,A,CVE-2022-30633,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,32,32
redis:7-alpine,A,CVE-2022-30634,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,33,33
redis:7-alpine,A,CVE-2022-30635,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,34,34
redis:7-alpine,A,CVE-2022-32189,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,35,35
redis:7-alpine,A,CVE-2022-41715,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,36,36
redis:7-alpine,A,CVE-2022-41716,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,37,37
redis:7-alpine,A,CVE-2022-41720,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,38,38
redis:7-alpine,A,CVE-2022-41722,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,39,39
redis:7-alpine,A,CVE-2022-41723,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,40,40
redis:7-alpine,A,CVE-2022-41724,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,41,41
redis:7-alpine,A,CVE-2022-41725,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,42,42
redis:7-alpine,A,CVE-2023-24534,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,43,43
redis:7-alpine,A,CVE-2023-24536,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,44,44
redis:7-alpine,A,CVE-2023-24537,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,45,45
redis:7-alpine,A,CVE-2023-39325,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,46,46
redis:7-alpine,A,CVE-2023-45283,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,47,47
redis:7-alpine,A,CVE-2023-45287,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,48,48
redis:7-alpine,A,CVE-2023-45288,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,49,49
redis:7-alpine,A,CVE-2024-34156,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,50,50
redis:7-alpine,A,CVE-2025-58183,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,51,51
redis:7-alpine,A,CVE-2025-61726,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,52,52
redis:7-alpine,A,CVE-2025-61728,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,53,53
redis:7-alpine,A,CVE-2025-61729,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,54,54
redis:7-alpine,A,CVE-2026-25679,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,55,55
redis:7-alpine,A,CVE-2026-32280,stdlib,v1.18.2,7.5,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,56,56
redis:7-alpine,A,CVE-2026-32281,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,57,57
redis:7-alpine,A,CVE-2026-32283,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,58,58
redis:7-alpine,A,CVE-2026-33811,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,59,59
redis:7-alpine,A,CVE-2026-33814,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,60,60
redis:7-alpine,A,CVE-2026-39820,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,61,61
redis:7-alpine,A,CVE-2026-39836,stdlib,v1.18.2,7.5,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,62,62
redis:7-alpine,A,CVE-2026-42499,stdlib,v1.18.2,7.5,bitnami,0.0,0.0,0.0,0.5,0.125,0.625,4.6875,Medium,63,63
redis:7-alpine,A,CVE-2025-69419,libcrypto3,3.3.5-r0,7.4,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.625,Medium,64,64
redis:7-alpine,A,CVE-2025-69419,libssl3,3.3.5-r0,7.4,redhat,0.0,0.0,0.0,0.5,0.125,0.625,4.625,Medium,65,65
redis:7-alpine,A,CVE-2023-24539,stdlib,v1.18.2,7.3,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.5625,Medium,66,66
redis:7-alpine,A,CVE-2023-29400,stdlib,v1.18.2,7.3,nvd,0.0,0.0,0.0,0.5,0.125,0.625,4.5625,Medium,67,67
